Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,clasificacion_sku,Margen_Bruto,Brecha_Entrega
TRX-18356,PROD-1475,2025-08-09,6.0,942.76,20.56,13,Entregado,Barranquilla,App,Sin especificar,1061.0,795.97,215.0,5.0,BOD-EXT-99,2025-05-24,Catalogo oficial,860.1799999999994,8.0
TRX-18357,PROD-1290,2025-08-23,10.0,1724.09,25.4,2,Perdido,Bucaramanga,App,Laptops,90.0,1361.15,232.0,5.0,Zona_Franca,2026-01-14,Catalogo oficial,3603.999999999998,-3.0
TRX-18358,PROD-1963,2025-10-15,9.0,444.15,59.51,19,Devuelto,Medellín,Online,Smartphones,917.0,1315.91,208.0,5.0,Norte,2025-11-19,Catalogo oficial,-7905.35,14.0
TRX-18359,PROD-3954,2024-11-29,6.0,214.82,53.3,26,Entregado,Barranquilla,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-18360,PROD-2821,2024-12-23,14.0,1239.44,54.5,28,Retrasado,Medellín,WhatsApp,Smartphones,837.0,780.99,234.0,5.0,BOD-EXT-99,2025-05-31,Catalogo oficial,6363.799999999999,23.0
TRX-18361,PROD-3427,2025-06-15,5.0,355.93,57.69,8,Perdido,Cali,Físico,Monitores,648.0,1388.76,287.0,0.0,BOD-EXT-99,2025-08-11,Catalogo oficial,-5221.84,8.0
TRX-18362,PROD-3374,2025-08-19,4.0,159.11,95.24,11,Entregado,Ventas_Web,Online,Tablets,921.0,1256.32,208.0,5.0,Norte,2024-12-16,Catalogo oficial,-4484.08,6.0
TRX-18363,PROD-2335,2025-03-19,2.0,859.03,10.11,21,En Camino,Cali,WhatsApp,Laptops,632.0,1017.04,143.0,10.0,Norte,2025-12-24,Catalogo oficial,-326.1299999999999,11.0
TRX-18364,PROD-2716,2025-02-20,6.0,447.1,51.605000000000004,16,En Camino,Bucaramanga,App,Sin especificar,793.0,1451.76,285.0,3.0,Norte,2025-07-27,Catalogo oficial,-6079.564999999999,13.0
TRX-18365,PROD-1814,2025-08-05,2.0,728.82,77.24,26,Entregado,Medellín,App,Accesorios,1055.0,657.69,190.0,5.0,Zona_Franca,2025-10-07,Catalogo oficial,65.01999999999998,21.0
TRX-18366,PROD-3772,2024-11-08,5.0,526.83,27.09,1,,Cali,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-18367,PROD-2334,2024-09-25,1.0,194.35,40.5,25,,Bogotá,Online,Accesorios,1699.0,1294.01,270.0,5.0,Norte,2025-10-24,Catalogo oficial,-1140.16,20.0
TRX-18368,PROD-1942,2026-01-22,3.0,1125.09,13.48,29,En Camino,Barranquilla,App,Sin especificar,0.0,775.84,237.0,5.0,BOD-EXT-99,2025-11-06,Catalogo oficial,1034.2699999999995,24.0
TRX-18369,PROD-1451,2025-01-03,10.0,63.77,47.33,27,Retrasado,Bucaramanga,WhatsApp,Laptops,79.0,1106.73,280.0,0.0,Sur,2025-06-14,Catalogo oficial,-10476.929999999998,27.0
TRX-18370,PROD-2335,2025-06-22,5.0,1933.09,81.4,16,Perdido,Bogotá,App,Laptops,632.0,1017.04,143.0,10.0,Norte,2025-12-24,Catalogo oficial,4498.849999999999,6.0
TRX-18371,PROD-1932,2024-10-14,13.0,689.25,14.38,12,Retrasado,Bucaramanga,Online,Laptops,537.0,1319.46,266.0,10.0,Occidente,2024-12-04,Catalogo oficial,-8207.11,2.0
TRX-18372,PROD-1401,2025-01-16,13.0,1393.36,31.18,17,En Camino,Medellín,Físico,Accesorios,1881.0,239.91,271.0,10.0,Occidente,2025-05-14,Catalogo oficial,14963.67,7.0
TRX-18373,PROD-1971,2025-09-04,7.0,1622.62,40.44,9,Entregado,Bucaramanga,Físico,Smartphones,482.0,1262.84,127.0,5.0,Norte,2025-04-11,Catalogo oficial,2478.0200000000004,4.0
TRX-18374,PROD-2689,2025-10-27,8.0,565.42,14.87,26,Entregado,Bogotá,WhatsApp,Accesorios,1340.0,752.05,209.0,5.0,Occidente,2025-02-25,Catalogo oficial,-1507.9099999999999,21.0
TRX-18375,PROD-1819,2025-12-30,7.0,1499.99,77.42,6,Perdido,Cali,Online,Laptops,802.0,769.55,148.0,5.0,BOD-EXT-99,2025-03-15,Catalogo oficial,5035.660000000001,1.0
TRX-18376,PROD-2538,2025-01-04,7.0,1666.52,51.605000000000004,7,En Camino,Medellín,App,Laptops,144.0,564.46,225.0,5.0,Sur,2025-01-22,Catalogo oficial,7662.814999999999,2.0
TRX-18377,PROD-1903,2025-06-08,11.0,490.22,79.76,13,En Camino,Ventas_Web,App,Smartphones,1102.0,1023.98,287.0,5.0,Occidente,2026-01-18,Catalogo oficial,-5951.120000000001,8.0
TRX-18378,PROD-1301,2025-07-27,2.0,1985.06,84.41,17,En Camino,Medellín,Físico,Laptops,1621.0,188.27,161.0,5.0,Zona_Franca,2024-05-01,Catalogo oficial,3509.17,12.0
TRX-18379,PROD-2929,2025-09-24,6.0,51.17,60.47,10,Devuelto,Bucaramanga,App,Smartphones,1339.0,660.89,102.0,10.0,Norte,2025-01-10,Catalogo oficial,-3718.79,0.0
TRX-18380,PROD-3396,2025-11-13,5.0,441.83,53.19,11,Entregado,Bogotá,Físico,Accesorios,1982.0,1450.0,145.0,5.0,Zona_Franca,2025-03-18,Catalogo oficial,-5094.039999999999,6.0
TRX-18381,PROD-2984,2025-07-17,11.0,1562.24,29.94,14,En Camino,Medellín,Físico,Laptops,1727.0,1133.9,189.0,27.5,Norte,2026-01-29,Catalogo oficial,4681.799999999997,-13.5
TRX-18382,PROD-1222,2025-01-30,9.0,396.32,67.24,17,Perdido,Medellín,App,Laptops,537.0,497.28,155.0,3.0,Zona_Franca,2025-02-06,Catalogo oficial,-975.8799999999992,14.0
TRX-18383,PROD-2785,2025-07-14,12.0,1399.54,47.23,16,,Ventas_Web,Físico,Sin especificar,1243.0,1046.49,114.0,3.0,Sur,2024-12-06,Catalogo oficial,4189.369999999999,13.0
TRX-18384,PROD-1593,2025-07-21,10.0,1712.51,97.22,5,Devuelto,Medellín,Físico,Accesorios,1777.0,233.89,188.0,5.0,Norte,2024-08-23,Catalogo oficial,14688.98,0.0
TRX-18385,PROD-1885,2024-11-09,11.0,1918.84,96.98,18,En Camino,Medellín,Online,Monitores,1183.0,775.08,204.0,27.5,Occidente,2025-08-09,Catalogo oficial,12484.379999999997,-9.5
TRX-18386,PROD-3496,2024-10-19,4.0,953.75,90.99,11,Entregado,Ventas_Web,App,Accesorios,88.0,354.67,281.0,5.0,Zona_Franca,2025-05-17,Catalogo oficial,2305.33,6.0
TRX-18387,PROD-2863,2024-10-07,12.0,1942.51,39.21,10,,Bucaramanga,Online,Laptops,618.0,423.34,270.0,5.0,Occidente,2024-03-25,Catalogo oficial,18190.829999999998,5.0
TRX-18388,PROD-1729,2025-06-12,7.0,829.13,51.605000000000004,28,Devuelto,Bucaramanga,App,Accesorios,969.0,645.64,204.0,3.0,Norte,2024-10-25,Catalogo oficial,1232.8250000000007,25.0
TRX-18389,PROD-2586,2025-09-22,11.0,444.07,39.96,21,Retrasado,Bogotá,App,Laptops,1496.0,237.15,188.0,3.0,Norte,2025-05-04,Catalogo oficial,2236.1599999999994,18.0
TRX-18390,PROD-2529,2025-12-07,8.0,1032.7,86.0,21,Perdido,Medellín,App,Accesorios,922.0,620.94,279.0,5.0,Occidente,2025-07-01,Catalogo oficial,3208.08,16.0
TRX-18391,PROD-1558,2025-07-17,14.0,1303.15,74.27,22,Entregado,Medellín,App,Sin especificar,1070.0,708.57,252.0,27.5,Norte,2024-08-30,Catalogo oficial,8249.85,-5.5
TRX-18392,PROD-2874,2025-06-14,6.0,921.35,71.91,25,Retrasado,Barranquilla,WhatsApp,Tablets,509.0,976.71,222.0,5.0,BOD-EXT-99,2025-12-13,Catalogo oficial,-404.0699999999997,20.0
TRX-18393,PROD-3948,2025-09-18,3.0,1138.28,31.56,6,Entregado,Ventas_Web,WhatsApp,,,,,,,,SKU fantasma - sin inventario,,
TRX-18394,PROD-1795,2025-02-03,11.0,838.65,84.17,10,Perdido,Barranquilla,Físico,Smartphones,1786.0,284.11,274.0,5.0,Occidente,2024-06-12,Catalogo oficial,6015.7699999999995,5.0
TRX-18395,PROD-3588,2025-12-07,5.0,1054.28,60.04,11,En Camino,Cali,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-18396,PROD-2468,2024-12-07,1.0,1905.67,47.45,1,Retrasado,Medellín,Online,Accesorios,1947.0,1152.58,136.0,5.0,Occidente,2024-05-17,Catalogo oficial,705.6400000000001,-4.0
TRX-18397,PROD-2104,2024-10-22,14.0,1004.66,87.22,5,Retrasado,Ventas_Web,Físico,Laptops,353.0,528.73,173.0,27.5,Norte,2024-10-08,Catalogo oficial,6575.799999999999,-22.5
TRX-18398,PROD-1828,2025-12-05,13.0,513.83,42.45,2,Devuelto,Bogotá,Online,Smartphones,1637.0,957.24,295.0,5.0,Norte,2025-05-15,Catalogo oficial,-5806.780000000001,-3.0
TRX-18399,PROD-2375,2025-08-28,8.0,1519.91,67.12,11,En Camino,Barranquilla,WhatsApp,Monitores,940.5,1402.66,204.0,10.0,Sur,2024-06-17,Catalogo oficial,870.8799999999992,1.0
TRX-18400,PROD-1521,2025-01-26,8.0,681.79,52.475,29,Perdido,Bogotá,Online,Smartphones,1156.0,899.07,115.0,5.0,Norte,2025-12-27,Catalogo oficial,-1790.715000000001,24.0
TRX-18401,PROD-1131,2024-12-15,12.0,1634.25,49.26,14,,Bogotá,App,Monitores,1572.0,570.85,287.0,10.0,Norte,2025-01-15,Catalogo oficial,12711.539999999999,4.0
TRX-18402,PROD-3835,2024-11-15,12.0,123.12,61.31,24,Devuelto,Medellín,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-18403,PROD-3329,2025-09-23,12.0,671.03,8.85,13,Retrasado,Barranquilla,App,Tablets,513.0,709.69,109.0,10.0,BOD-EXT-99,2024-07-29,Catalogo oficial,-472.77000000000135,3.0
TRX-18404,PROD-1244,2025-07-02,11.0,197.78,48.81,23,Entregado,Bogotá,App,Smartphones,1587.0,224.56,192.0,5.0,BOD-EXT-99,2025-12-31,Catalogo oficial,-343.3899999999999,18.0
TRX-18405,PROD-2149,2025-08-28,2.0,179.78,57.87,11,Perdido,Bucaramanga,Físico,Laptops,885.0,843.22,248.0,5.0,Occidente,2025-06-30,Catalogo oficial,-1384.75,6.0
TRX-18406,PROD-1559,2025-12-09,13.0,1320.2,51.81,6,Devuelto,Bogotá,Físico,Laptops,191.0,647.81,226.0,10.0,Zona_Franca,2025-12-29,Catalogo oficial,8689.260000000004,-4.0
TRX-18407,PROD-1455,2025-06-12,10.0,776.82,85.5,2,,Cali,WhatsApp,Smartphones,1510.0,546.96,105.0,3.0,Occidente,2025-05-07,Catalogo oficial,2213.1000000000004,-1.0
TRX-18408,PROD-2906,2025-11-20,7.0,1744.24,34.56,19,En Camino,Barranquilla,WhatsApp,Monitores,1768.0,811.71,130.0,5.0,Occidente,2025-08-02,Catalogo oficial,6493.15,14.0
TRX-18409,PROD-2878,2025-09-17,9.0,1037.65,88.99,25,,Bucaramanga,WhatsApp,Accesorios,49.0,454.74,171.0,27.5,Norte,2026-01-28,Catalogo oficial,5157.200000000001,-2.5
TRX-18410,PROD-2713,2025-05-02,1.0,597.73,43.33,9,Entregado,Bogotá,Físico,Monitores,291.0,622.0,274.0,5.0,Sur,2024-10-29,Catalogo oficial,-67.60000000000002,4.0
TRX-18411,PROD-1701,2025-08-16,13.0,1444.57,70.98,23,Devuelto,Bogotá,Online,Sin especificar,1028.0,1441.7,227.0,5.0,Occidente,2025-09-18,Catalogo oficial,-33.67000000000189,18.0
TRX-18412,PROD-2407,2024-09-24,4.0,1251.79,51.605000000000004,18,Perdido,Cali,App,Monitores,1439.0,1259.54,122.0,5.0,Norte,2025-09-21,Catalogo oficial,-82.60499999999956,13.0
TRX-18413,PROD-1900,2025-10-25,7.0,1601.19,13.24,14,Entregado,Medellín,Online,Monitores,940.5,1450.18,224.0,3.0,BOD-EXT-99,2025-03-09,Catalogo oficial,1043.83,11.0
TRX-18414,PROD-2208,2025-10-21,14.0,1290.74,24.01,13,Devuelto,Ventas_Web,App,Laptops,1760.0,399.17,240.0,3.0,Norte,2024-09-06,Catalogo oficial,12457.970000000001,10.0
TRX-18415,PROD-3472,2025-07-25,9.0,342.36,77.31,28,Devuelto,Bogotá,WhatsApp,Smartphones,1540.0,1098.83,117.0,5.0,Occidente,2024-05-26,Catalogo oficial,-6885.539999999999,23.0
TRX-18416,PROD-1642,2025-02-15,2.0,1343.92,6.17,12,,Medellín,App,Sin especificar,1436.0,1474.66,139.0,5.0,Sur,2025-04-15,Catalogo oficial,-267.6500000000001,7.0
TRX-18417,PROD-3613,2024-10-10,2.0,789.18,97.01,12,Perdido,Bucaramanga,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-18418,PROD-3504,2024-10-08,6.0,931.65,23.11,13,En Camino,Barranquilla,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-18419,PROD-1696,2025-07-27,3.0,1843.91,90.62,7,Entregado,Medellín,WhatsApp,Smartphones,1030.0,153.18,245.0,5.0,BOD-EXT-99,2024-03-27,Catalogo oficial,4981.570000000001,2.0
TRX-18420,PROD-3367,2025-12-19,4.0,726.33,54.01,16,,Bogotá,WhatsApp,Monitores,774.0,826.75,246.0,10.0,Norte,2025-11-05,Catalogo oficial,-455.69000000000005,6.0
TRX-18421,PROD-3264,2025-12-02,3.0,1227.8,58.63,17,Devuelto,Barranquilla,Online,Laptops,782.0,1246.89,102.0,27.5,BOD-EXT-99,2025-04-15,Catalogo oficial,-115.90000000000055,-10.5
TRX-18422,PROD-1940,2025-02-28,13.0,733.33,12.99,9,,Medellín,WhatsApp,Accesorios,1648.0,1039.68,160.0,27.5,BOD-EXT-99,2024-08-02,Catalogo oficial,-3995.539999999999,-18.5
TRX-18423,PROD-1354,2026-01-20,1.0,198.51,39.7,14,,Medellín,Físico,Sin especificar,719.0,887.82,221.0,0.0,BOD-EXT-99,2024-07-16,Catalogo oficial,-729.0100000000001,14.0
TRX-18424,PROD-2686,2025-08-28,14.0,912.52,53.06,9,,Barranquilla,WhatsApp,Accesorios,1863.0,553.09,256.0,27.5,Norte,2025-03-19,Catalogo oficial,4978.959999999998,-18.5
TRX-18425,PROD-3137,2025-11-03,14.0,1198.15,19.84,6,Perdido,Barranquilla,Online,Sin especificar,1184.0,1077.45,116.0,0.0,Norte,2025-07-12,Catalogo oficial,1669.960000000001,6.0
TRX-18426,PROD-3003,2025-09-09,6.0,820.93,54.96,26,Devuelto,Ventas_Web,Físico,Sin especificar,10.0,262.59,159.0,10.0,Zona_Franca,2024-12-15,Catalogo oficial,3295.08,16.0
TRX-18427,PROD-1886,2025-07-17,11.0,787.43,57.32,1,Perdido,Bogotá,Online,Laptops,417.0,1028.6,249.0,0.0,Norte,2024-12-18,Catalogo oficial,-2710.1899999999987,1.0
TRX-18428,PROD-3423,2025-04-19,11.0,1642.55,72.42,24,Perdido,Bogotá,Físico,Laptops,1517.0,334.17,174.0,27.5,Sur,2025-12-16,Catalogo oficial,14319.759999999998,-3.5
TRX-18429,PROD-2939,2025-12-12,13.0,69.07,88.44,22,Devuelto,Barranquilla,WhatsApp,Smartphones,287.0,120.71,100.0,27.5,Zona_Franca,2024-03-06,Catalogo oficial,-759.7600000000002,-5.5
TRX-18430,PROD-2895,2025-04-15,2.0,598.21,49.48,25,,Barranquilla,WhatsApp,Smartphones,1041.0,107.92,186.0,0.0,Norte,2025-06-27,Catalogo oficial,931.1000000000001,25.0
TRX-18431,PROD-2143,2025-01-13,2.0,1625.4,27.17,25,,Ventas_Web,Online,Smartphones,1631.0,499.95,185.0,5.0,Norte,2025-07-03,Catalogo oficial,2223.7300000000005,20.0
TRX-18432,PROD-1059,2025-03-19,7.0,1841.85,36.69,23,Perdido,Medellín,Físico,Monitores,1875.0,59.97,152.0,5.0,BOD-EXT-99,2024-10-26,Catalogo oficial,12436.47,18.0
TRX-18433,PROD-3990,2025-12-27,5.0,830.48,85.47,20,Entregado,Cali,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-18434,PROD-2753,2025-04-19,8.0,1778.7,18.86,27,,Medellín,App,Smartphones,1864.0,94.01,124.0,27.5,Zona_Franca,2026-01-08,Catalogo oficial,13458.66,-0.5
TRX-18435,PROD-2010,2025-01-24,14.0,405.87,64.59,1,Perdido,Bucaramanga,WhatsApp,Monitores,736.0,1325.88,205.0,3.0,Norte,2025-09-06,Catalogo oficial,-12944.73,-2.0
TRX-18436,PROD-2015,2024-10-07,2.0,450.64,52.475,19,En Camino,Bucaramanga,Online,Laptops,1802.0,412.46,149.0,3.0,Norte,2024-11-15,Catalogo oficial,23.88499999999999,16.0
TRX-18437,PROD-2340,2025-09-03,13.0,1693.92,6.24,22,En Camino,Cali,Online,Smartphones,1177.0,815.0,263.0,10.0,Norte,2025-03-08,Catalogo oficial,11419.72,12.0
TRX-18438,PROD-2778,2025-11-24,10.0,1807.48,28.34,15,Perdido,Medellín,App,Sin especificar,1887.0,509.51,156.0,0.0,Norte,2025-06-17,Catalogo oficial,12951.359999999999,15.0
TRX-18439,PROD-3373,2026-01-11,8.0,453.38,61.18,17,Entregado,Barranquilla,App,Accesorios,479.0,1277.84,214.0,0.0,Sur,2025-03-27,Catalogo oficial,-6656.86,17.0
TRX-18440,PROD-1910,2025-07-17,7.0,128.06,48.36,20,,Barranquilla,Físico,Smartphones,873.0,985.57,285.0,10.0,Sur,2025-09-09,Catalogo oficial,-6050.93,10.0
TRX-18441,PROD-3423,2024-11-06,13.0,189.75,51.89,24,Retrasado,Cali,App,Laptops,1517.0,334.17,174.0,27.5,Sur,2025-12-16,Catalogo oficial,-1929.3500000000004,-3.5
TRX-18442,PROD-1610,2024-12-25,10.0,530.15,67.75,28,Retrasado,Bucaramanga,Físico,Monitores,1199.0,479.67,230.0,3.0,BOD-EXT-99,2025-12-21,Catalogo oficial,437.0500000000002,25.0
TRX-18443,PROD-3349,2025-01-07,14.0,1525.28,27.29,8,Entregado,Bogotá,Online,Sin especificar,0.0,976.84,230.0,0.0,Norte,2025-11-17,Catalogo oficial,7650.869999999997,8.0
TRX-18444,PROD-1020,2025-11-15,8.0,1024.88,31.68,22,En Camino,Bogotá,App,Laptops,556.0,1333.04,206.0,5.0,Zona_Franca,2025-11-06,Catalogo oficial,-2496.959999999999,17.0
TRX-18445,PROD-2711,2025-06-27,11.0,916.62,70.02,22,Perdido,Medellín,Físico,Laptops,333.0,184.05,213.0,10.0,Zona_Franca,2024-12-01,Catalogo oficial,7988.25,12.0
TRX-18446,PROD-1181,2025-01-28,3.0,1172.44,56.14,3,Devuelto,Barranquilla,Online,Smartphones,918.0,649.1,178.0,5.0,Sur,2024-12-23,Catalogo oficial,1513.8799999999999,-2.0
TRX-18447,PROD-1164,2025-12-24,8.0,1781.54,6.39,23,Perdido,Medellín,Físico,Tablets,1656.0,149.25,145.0,5.0,Norte,2024-08-10,Catalogo oficial,13051.93,18.0
TRX-18448,PROD-2927,2025-12-25,6.0,189.96,52.475,12,Perdido,Bucaramanga,Online,Smartphones,1548.0,1240.83,158.0,5.0,Sur,2024-11-13,Catalogo oficial,-6357.695,7.0
TRX-18449,PROD-3065,2024-10-30,2.0,1392.5,68.68,24,Retrasado,Bogotá,Físico,Accesorios,194.0,403.24,155.0,5.0,Norte,2025-12-20,Catalogo oficial,1909.84,19.0
TRX-18450,PROD-1137,2024-12-28,6.0,1854.31,63.91,15,Perdido,Medellín,WhatsApp,Laptops,1475.0,1218.29,246.0,3.0,Occidente,2024-06-09,Catalogo oficial,3752.210000000001,12.0
TRX-18451,PROD-2743,2025-04-08,5.0,434.57,12.47,18,Retrasado,Ventas_Web,Online,Smartphones,102.0,1037.86,171.0,27.5,Sur,2025-11-11,Catalogo oficial,-3028.9199999999996,-9.5
TRX-18452,PROD-3175,2025-04-02,3.0,1677.17,76.01,13,Devuelto,Barranquilla,Online,Smartphones,1041.0,710.32,118.0,0.0,Norte,2025-06-29,Catalogo oficial,2824.54,13.0
TRX-18453,PROD-2615,2025-09-14,1.0,1399.07,54.6,5,Perdido,Medellín,Físico,Smartphones,0.0,1186.08,276.0,10.0,Occidente,2026-01-27,Catalogo oficial,158.3900000000001,-5.0
TRX-18454,PROD-2963,2024-09-29,7.0,38.79,24.45,22,Entregado,Medellín,Online,Tablets,1823.0,957.19,294.0,0.0,Occidente,2025-01-10,Catalogo oficial,-6453.25,22.0
TRX-18455,PROD-3853,2024-11-05,2.0,470.91,58.14,17,Perdido,Bucaramanga,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-18456,PROD-1401,2025-08-20,1.0,1215.63,61.57,28,,Bogotá,Online,Accesorios,1881.0,239.91,271.0,10.0,Occidente,2025-05-14,Catalogo oficial,914.1500000000001,18.0
TRX-18457,PROD-2853,2024-09-29,1.0,1009.78,92.41,21,,Medellín,App,Laptops,1662.0,815.87,272.0,5.0,Sur,2024-11-14,Catalogo oficial,101.5,16.0
TRX-18458,PROD-3028,2025-04-04,7.0,1060.59,75.5,3,Entregado,Bogotá,App,Tablets,399.0,1421.29,168.0,5.0,Occidente,2025-06-30,Catalogo oficial,-2600.3999999999996,-2.0
TRX-18459,PROD-1985,2025-08-04,12.0,471.54,33.68,19,Retrasado,Bogotá,Físico,Tablets,91.0,576.33,297.0,10.0,Norte,2024-03-11,Catalogo oficial,-1291.1600000000008,9.0
TRX-18460,PROD-1340,2024-09-23,1.0,1353.26,53.06,6,Perdido,Medellín,WhatsApp,Smartphones,1534.0,1245.31,287.0,3.0,Norte,2024-04-20,Catalogo oficial,54.8900000000001,3.0
TRX-18461,PROD-3287,2024-11-23,9.0,540.17,16.22,27,Retrasado,Medellín,App,Monitores,1807.0,1217.42,254.0,5.0,Zona_Franca,2024-05-12,Catalogo oficial,-6111.47,22.0
TRX-18462,PROD-1050,2025-08-31,6.0,784.98,86.05,17,Entregado,Bucaramanga,App,Smartphones,1041.0,732.89,284.0,27.5,BOD-EXT-99,2025-10-14,Catalogo oficial,226.48999999999978,-10.5
TRX-18463,PROD-3839,2024-12-20,4.0,744.14,85.38,5,Retrasado,Medellín,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-18464,PROD-3997,2024-10-10,12.0,1347.33,21.65,21,En Camino,Bogotá,WhatsApp,,,,,,,,SKU fantasma - sin inventario,,
TRX-18465,PROD-2665,2025-01-08,4.0,189.6,10.9,5,,Barranquilla,WhatsApp,Laptops,1553.0,1113.08,217.0,10.0,BOD-EXT-99,2025-08-03,Catalogo oficial,-3704.8199999999993,-5.0
TRX-18466,PROD-1892,2025-02-04,13.0,419.03,72.63,19,Entregado,Ventas_Web,WhatsApp,Laptops,0.0,354.05,124.0,3.0,Occidente,2024-06-07,Catalogo oficial,772.1099999999988,16.0
TRX-18467,PROD-1543,2025-09-28,12.0,408.99,73.65,22,Retrasado,Ventas_Web,WhatsApp,Tablets,1681.0,725.96,256.0,27.5,Sur,2025-06-18,Catalogo oficial,-3877.29,-5.5
TRX-18468,PROD-2468,2025-07-29,14.0,225.77,21.83,11,Perdido,Cali,WhatsApp,Accesorios,1947.0,1152.58,136.0,5.0,Occidente,2024-05-17,Catalogo oficial,-12997.169999999998,6.0
TRX-18469,PROD-2211,2024-11-28,5.0,423.11,68.48,1,Retrasado,Medellín,WhatsApp,Accesorios,1392.0,263.39,211.0,3.0,Norte,2025-07-09,Catalogo oficial,730.1200000000003,-2.0
TRX-18470,PROD-1979,2024-12-24,2.0,1218.05,31.5,26,Devuelto,Ventas_Web,App,Laptops,1737.0,1252.87,109.0,10.0,BOD-EXT-99,2024-10-10,Catalogo oficial,-101.13999999999987,16.0
TRX-18471,PROD-3652,2025-02-07,5.0,1467.01,29.76,13,Entregado,Medellín,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-18472,PROD-1371,2025-03-30,2.0,1324.0,51.93,17,Retrasado,Medellín,Físico,Sin especificar,22.0,1236.65,220.0,0.0,Occidente,2024-12-29,Catalogo oficial,122.76999999999998,17.0
TRX-18473,PROD-1065,2024-11-20,12.0,955.62,35.83,11,,Medellín,WhatsApp,Tablets,1833.0,1348.57,255.0,3.0,BOD-EXT-99,2024-09-16,Catalogo oficial,-4751.23,8.0
TRX-18474,PROD-2965,2025-03-28,4.0,114.34,54.44,18,En Camino,Ventas_Web,Online,Laptops,394.0,1125.44,274.0,10.0,BOD-EXT-99,2025-05-08,Catalogo oficial,-4098.84,8.0
TRX-18475,PROD-3740,2025-05-15,10.0,1918.42,81.42,4,,Cali,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-18476,PROD-2248,2024-11-30,11.0,344.47,52.37,26,Devuelto,Bogotá,Online,Tablets,1886.0,695.04,289.0,5.0,Zona_Franca,2024-08-08,Catalogo oficial,-3908.6399999999994,21.0
TRX-18477,PROD-1662,2025-12-13,14.0,1340.16,33.31,25,Entregado,Bogotá,App,Monitores,398.0,854.3,233.0,0.0,Sur,2025-01-18,Catalogo oficial,6768.730000000003,25.0
TRX-18478,PROD-3880,2024-12-29,5.0,1826.65,88.98,10,Devuelto,Cali,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-18479,PROD-2881,2024-09-30,6.0,1398.58,10.23,24,Perdido,Medellín,App,Tablets,1038.0,1060.2,269.0,27.5,Sur,2025-03-04,Catalogo oficial,2020.0499999999993,-3.5
TRX-18480,PROD-3336,2025-12-28,6.0,443.92,80.72,27,En Camino,Barranquilla,Online,Smartphones,1892.0,1287.26,209.0,5.0,Zona_Franca,2025-05-30,Catalogo oficial,-5140.76,22.0
TRX-18481,PROD-3390,2026-01-23,9.0,638.43,79.52,26,Perdido,Bogotá,Online,Tablets,0.0,100.98,231.0,3.0,Sur,2024-04-23,Catalogo oficial,4757.53,23.0
TRX-18482,PROD-1099,2025-07-30,4.0,70.11,29.09,11,,Cali,WhatsApp,Monitores,394.0,1211.42,178.0,27.5,Sur,2025-07-18,Catalogo oficial,-4594.330000000001,-16.5
TRX-18483,PROD-2863,2025-02-03,13.0,1229.39,23.84,18,,Bogotá,App,Laptops,618.0,423.34,270.0,5.0,Occidente,2024-03-25,Catalogo oficial,10454.810000000001,13.0
TRX-18484,PROD-2899,2025-10-12,14.0,1229.86,51.93,1,Retrasado,Medellín,Físico,Tablets,1870.0,716.05,132.0,5.0,Norte,2024-03-18,Catalogo oficial,7141.409999999998,-4.0
TRX-18485,PROD-1567,2024-11-17,5.0,1453.75,88.1,4,Devuelto,Bogotá,App,Sin especificar,981.0,541.99,292.0,10.0,Occidente,2025-12-08,Catalogo oficial,4470.700000000001,-6.0
TRX-18486,PROD-3880,2026-01-16,6.0,31.88,58.09,5,Perdido,Cali,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-18487,PROD-2660,2025-09-17,4.0,1637.5,9.37,2,Retrasado,Bogotá,WhatsApp,Smartphones,1863.0,829.43,286.0,3.0,BOD-EXT-99,2025-06-04,Catalogo oficial,3222.9100000000003,-1.0
TRX-18488,PROD-1757,2025-12-25,6.0,1480.03,89.63,28,En Camino,Medellín,WhatsApp,Smartphones,496.0,375.75,228.0,3.0,Occidente,2025-07-29,Catalogo oficial,6536.05,25.0
TRX-18489,PROD-2517,2025-01-14,2.0,290.36,38.16,26,,Medellín,WhatsApp,Smartphones,1655.0,982.03,194.0,27.5,BOD-EXT-99,2025-01-12,Catalogo oficial,-1421.5,-1.5
